"","player.name","player.rating","player.pos","player.ht","player.wt","player.nat.rank","player.pos.rank","player.state.rank","player.year","player.team"
"2026",NA,NA,NA,NA,NA,NA,NA,NA,2017,"uic"""
"2027","paul turner","0.87","sg","6-5",180,NA,NA,NA,2017,"wisconsin-green-bay"""
"2028","pj pipes",NA,"pg","6-1",175,NA,NA,NA,2017,"wisconsin-green-bay"""
"2029","cody schwartz","0.8516","pg","6-8",205,NA,NA,NA,2017,"wisconsin-green-bay"""
"2030",NA,NA,NA,NA,NA,NA,NA,NA,2017,"canisius"""
"2031",NA,NA,NA,NA,NA,NA,NA,NA,2017,"fairfield"""
"2032",NA,NA,NA,NA,NA,NA,NA,NA,2017,"iona"""
"2033",NA,NA,NA,NA,NA,NA,NA,NA,2017,"manhattan"""
"2034","marcus mcclary",NA,"sg","6-4",195,NA,NA,NA,2017,"monmouth"""
"2035","deion hammond",NA,"sg","6-4",190,NA,NA,NA,2017,"monmouth"""
"2036",NA,NA,NA,NA,NA,NA,NA,NA,2017,"quinnipiac"""
"2037",NA,NA,NA,NA,NA,NA,NA,NA,2017,"saint-peters"""
"2038",NA,NA,NA,NA,NA,NA,NA,NA,2017,"siena"""
"2039",NA,NA,NA,NA,NA,NA,NA,NA,2017,"akron"""
"2040","ishmael el-amin","0.8616","pg","6-1",165,297,59,8,2017,"ball-state"""
"2041","zach gunn","0.8525","sf","6-6",200,368,74,14,2017,"ball-state"""
"2042","zach hollywood",NA,"sf","6-9",200,NA,NA,NA,2017,"ball-state"""
"2043","derek koch","0.8052","pf","6-9",245,525,125,7,2017,"bowling-green"""
"2044","nelly cummings","0.7667","pg","6-0",175,536,105,21,2017,"bowling-green"""
"2045","daeqwon plowden",NA,"sf","6-5",225,NA,NA,NA,2017,"bowling-green"""
"2046","joniya gadson",NA,"pf","6-10",230,NA,NA,NA,2017,"bowling-green"""
"2047","jeremy harris","0.92","sg","6-7",185,NA,NA,NA,2017,"buffalo"""
"2048","jayvon graves","0.8333","pg","6-3",185,461,94,5,2017,"buffalo"""
"2049","james reese",NA,"sg","6-4",167,NA,NA,NA,2017,"buffalo"""
"2050","matt beachler",NA,"sg","6-4",180,NA,NA,NA,2017,"central-michigan"""
"2051","aj bullard",NA,"sf","6-8",195,NA,NA,NA,2017,"central-michigan"""
"2052",NA,NA,NA,NA,NA,NA,NA,NA,2017,"eastern-michigan"""
"2053","b.j. duling","0.8333","pf","6-6",190,436,104,4,2017,"kent-state"""
"2054","anyeuri castillo",NA,"sf","6-7",205,NA,NA,NA,2017,"kent-state"""
"2055","d.j. duling",NA,"sf","6-7",NA,NA,NA,NA,2017,"kent-state"""
"2056","jalen adaway","0.8333","sg","6-4",180,451,101,16,2017,"miami-ohio"""
"2057","nike sibande",NA,"sg","6-3",180,NA,NA,NA,2017,"miami-ohio"""
"2058",NA,NA,NA,NA,NA,NA,NA,NA,2017,"northern-illinois"""
"2059","bennett vander plas",NA,"pf","6-7",220,NA,NA,NA,2017,"ohio"""
"2060","teyvion kirk",NA,"sg","6-4",185,NA,NA,NA,2017,"ohio"""
"2061",NA,NA,NA,NA,NA,NA,NA,NA,2017,"toledo"""
"2062",NA,NA,NA,NA,NA,NA,NA,NA,2017,"western-michigan"""
"2063","ryan stipanovich","0.7667","sf","6-7",195,550,105,8,2017,"bradley"""
"2064","elijah childs",NA,"sf","6-6",200,NA,NA,NA,2017,"bradley"""
"2065",NA,NA,NA,NA,NA,NA,NA,NA,2017,"evansville"""
"2066","william tinsley","0.89","sg","6-5",NA,NA,NA,NA,2017,"illinois-state"""
"2067","elijah clarance","0.8333","pg","6-4",180,454,92,11,2017,"illinois-state"""
"2068","taylor bruninga",NA,"pf","-",NA,NA,NA,NA,2017,"illinois-state"""
"2069",NA,NA,NA,NA,NA,NA,NA,NA,2017,"indiana-state"""
"2070","christian negron","0.8616","pf","6-6",195,295,72,12,2017,"loyola"""
"2071","cameron krutwig","0.8544","c""","6-8",240,348,32,17,2017,"loyola"""
"2072","reggie scurry","0.89","pf","6-7",220,NA,NA,NA,2017,"missouri-state"""
"2073","darian scott","0.8083","pf","6-8",200,524,124,13,2017,"missouri-state"""
"2074",NA,NA,NA,NA,NA,NA,NA,NA,2017,"northern-iowa"""
"2075","markus golder",NA,"sg","6-6",195,NA,NA,NA,2017,"valparaiso"""
"2076","marten linssen",NA,"pf","6-8",255,NA,NA,NA,2017,"valparaiso"""
"2077","parker hazen","0.8271","pf","6-7",205,506,119,18,2017,"valparaiso"""
"2078",NA,NA,NA,NA,NA,NA,NA,NA,2017,"air-force"""
"2079","casdon jardine",NA,"sf","6-7",220,NA,NA,NA,2017,"boise-state"""
"2080","cameron christon",NA,"sf","6-5",175,NA,NA,NA,2017,"boise-state"""
"2081",NA,NA,NA,NA,NA,NA,NA,NA,2017,"colorado-state"""
"2082",NA,NA,NA,NA,NA,NA,NA,NA,2017,"fresno-state"""
"2083","trevon abdullah","0.8333","sf","6-5",215,449,86,11,2017,"nevada"""
"2084","shawntrez davis",NA,"pf","6-8",215,NA,NA,NA,2017,"nevada"""
"2085","jordan schakel","0.877","sg","6-5",180,213,47,21,2017,"san-diego-state"""
"2086","adam seiko","0.8539","sg","6-0",175,350,76,26,2017,"san-diego-state"""
"2087","matt mitchell","0.8333","sf","6-6",215,474,95,45,2017,"san-diego-state"""
"2088","caleb simmons","0.8333","sf","-",NA,484,98,9,2017,"san-jose-state"""
"2089","noah baumann","0.7667","sg","6-4",180,544,123,10,2017,"san-jose-state"""
"2090","walter graves iii",NA,"sf","6-7",200,NA,NA,NA,2017,"san-jose-state"""
"2091","brandon mccoy","0.9951","pf","6-11",244,14,6,3,2017,"unlv"""
"2092","cheikh mbacke diong","0.9321","pf","6-10",225,114,26,8,2017,"unlv"""
"2093","shakur juiston","0.93","pf","6-7",215,NA,NA,NA,2017,"unlv"""
"2094","amauri hardy","0.874","pg","6-1",175,228,43,5,2017,"unlv"""
"2095","jay green",NA,"sg","6-5",170,NA,NA,NA,2017,"unlv"""
"2096","deangelo isby","0.89","sf","6-5",NA,NA,NA,NA,2017,"utah-state"""
"2097","dwayne brown jr.","0.89","sf","6-7",220,NA,NA,NA,2017,"utah-state"""
"2098","anthony mack","0.853","sg","6-6",215,360,79,14,2017,"wyoming"""
"2099","hunter thompson","0.8359","pf","6-10",220,415,98,1,2017,"wyoming"""
"2100","joseph lanzi",NA,"sg","6-4",180,NA,NA,NA,2017,"denver"""
"2101","elijah blake",NA,"cg","6-2",175,NA,NA,NA,2017,"denver"""
"2102","zach thornhill","0.83","sg","6-4",185,496,112,10,2017,"nebraska-omaha"""
"2103","matt pile","0.83","pf","6-8",240,498,116,11,2017,"nebraska-omaha"""
"2104",NA,NA,NA,NA,NA,NA,NA,NA,2017,"north-dakota"""
"2105","tyree eady",NA,"sf","6-5",190,NA,NA,NA,2017,"north-dakota-state"""
"2106","rocky kreuser",NA,"pf","6-9",210,NA,NA,NA,2017,"north-dakota-state"""
"2107","chris quayle",NA,"sg","6-5",180,NA,NA,NA,2017,"north-dakota-state"""
"2108","jordan meidinger",NA,"c""","6-11",200,NA,NA,NA,2017,"north-dakota-state"""
"2109","walter prevost","0.8333","pf","6-7",220,460,110,37,2017,"south-dakota"""
"2110","stanley umude",NA,"sg","6-6",210,NA,NA,NA,2017,"south-dakota"""
"2111","brandon key","0.87","pg","5-10",NA,NA,NA,NA,2017,"south-dakota-state"""
"2112","alou dillon","0.84","pf","6-8",NA,409,95,4,2017,"south-dakota-state"""
"2113","ryan krueger",NA,"sf","6-6",180,NA,NA,NA,2017,"south-dakota-state"""
"2114","alex arians",NA,"sf","6-4",170,NA,NA,NA,2017,"south-dakota-state"""
"2115","owen king",NA,"cg","6-1",175,NA,NA,NA,2017,"south-dakota-state"""
"2116","kobe webster","0.7667","pg","-",NA,538,106,20,2017,"western-illinois"""
"2117","isaac johnson",NA,"sg","6-4",175,NA,NA,NA,2017,"western-illinois"""
"2118","o&#39;showen williams",NA,"pg","5-11",190,NA,NA,NA,2017,"appalachian-state"""
"2119","justin forrest",NA,"cg","6-1",195,NA,NA,NA,2017,"appalachian-state"""
"2120","james lewis jr",NA,"pf","6-8",225,NA,NA,NA,2017,"appalachian-state"""
"2121","travis ingram",NA,"sg","6-2",165,NA,NA,NA,2017,"arkansas-state"""
"2122","mark tikhonenko",NA,"c""","6-10",210,NA,NA,NA,2017,"arkansas-state"""
"2123","marquis eaton",NA,"pg","6-2",160,NA,NA,NA,2017,"arkansas-state"""
"2124",NA,NA,NA,NA,NA,NA,NA,NA,2017,"arkansas-little-rock"""
"2125","tony jackson","0.8333","sg","6-4",200,465,104,7,2017,"coastal-carolina"""
"2126","ajay sanders",NA,"sf","6-4",200,NA,NA,NA,2017,"coastal-carolina"""
"2127","d.j. jones",NA,"cg","6-1",180,NA,NA,NA,2017,"coastal-carolina"""
"2128",NA,NA,NA,NA,NA,NA,NA,NA,2017,"georgia-southern"""
"2129","denis alibegovic","0.86","sg","6-4",170,317,66,15,2017,"georgia-state"""
"2130","kane williams","0.85","cg","6-5",175,386,19,23,2017,"georgia-state"""
"2131","josh linder","0.85","sf","6-8",200,387,77,24,2017,"georgia-state"""
"2132",NA,NA,NA,NA,NA,NA,NA,NA,2017,"louisiana"""
"2133",NA,NA,NA,NA,NA,NA,NA,NA,2017,"louisiana-monroe"""
"2134","rodrick sikes","0.87","sg","6-1",170,NA,NA,NA,2017,"south-alabama"""
"2135","a.j. caldwell","0.8444","sg","6-3",180,404,89,40,2017,"south-alabama"""
"2136","joseph thompson","0.85","pf","6-8",210,385,91,5,2017,"south-alabama"""
"2137","javan johnson",NA,"sf","6-6",175,NA,NA,NA,2017,"troy"""
"2138","malik burnett",NA,"sg","6-2",170,NA,NA,NA,2017,"troy"""
"2139",NA,NA,NA,NA,NA,NA,NA,NA,2017,"texas-arlington"""
"2140","justin mccall","0.8333","sf","6-5",185,490,99,48,2017,"cal-state-bakersfield"""
"2141","darrin person",NA,"sg","6-6",215,NA,NA,NA,2017,"cal-state-bakersfield"""
"2142","jachai simmons","0.89","sf","6-6",NA,NA,NA,NA,2017,"new-mexico-state"""
"2143","jabari rice",NA,"sg","6-4",160,NA,NA,NA,2017,"new-mexico-state"""
"2144","brandon mckissic",NA,"sg","6-2",175,NA,NA,NA,2017,"umkc"""
"2145","demarco smith",NA,"pg","6-2",165,NA,NA,NA,2017,"umkc"""
"2146"," ",NA,"pg","-",NA,NA,NA,NA,2017,"umkc"""
"2147",NA,NA,NA,NA,NA,NA,NA,NA,2017,"utah-valley"""
"2148",NA,NA,NA,NA,NA,NA,NA,NA,2017,"byu"""
"2149",NA,NA,NA,NA,NA,NA,NA,NA,2017,"gonzaga"""
"2150","jade smith","0.8513","pg","6-2",170,377,73,28,2017,"pepperdine"""
"2151","colbey ross","0.8188","pg","6-1",170,514,102,4,2017,"pepperdine"""
"2152","marcus shaver","0.8546","pg","6-1",160,346,69,6,2017,"portland"""
"2153","jojo walker",NA,"pg","6-1",160,NA,NA,NA,2017,"portland"""
"2154",NA,NA,NA,NA,NA,NA,NA,NA,2017,"san-diego"""
"2155",NA,NA,NA,NA,NA,NA,NA,NA,2017,"st-marys"""
"2156","brendan howard",NA,"sf","6-6",200,NA,NA,NA,2017,"eastern-washington"""
"2157","tanner groves",NA,"sf","6-9",208,NA,NA,NA,2017,"eastern-washington"""
"2158","kelby kramer","0.7667","c""","6-10",210,540,54,2,2017,"montana"""
"2159","karl nicholas",NA,"sf","6-7",190,NA,NA,NA,2017,"montana"""
"2160","timmy falls",NA,"sg","6-2",170,NA,NA,NA,2017,"montana"""
"2161",NA,NA,NA,NA,NA,NA,NA,NA,2017,"montana-state"""
"2162",NA,NA,NA,NA,NA,NA,NA,NA,2017,"portland-state"""
"2163","jamil jackson","0.87","sf","6-6",NA,NA,NA,NA,2017,"southern-utah"""
"2164","andre adams","0.876","sf","6-9",216,NA,NA,NA,2017,"southern-utah"""
"2165","doc nelson","0.86","pg","6-1",160,314,63,25,2017,"weber-state"""
"2166","ricky nelson",NA,"pg","6-1",170,NA,NA,NA,2017,"weber-state"""
"2167",NA,NA,NA,NA,NA,NA,NA,NA,2017,"campbell"""
"2168","deontaye buskey",NA,"pg","6-1",150,NA,NA,NA,2017,"charleston-southern"""
"2169","phlan fleming",NA,"cg","6-3",180,NA,NA,NA,2017,"charleston-southern"""
"2170",NA,NA,NA,NA,NA,NA,NA,NA,2017,"gardner-webb"""
"2171","justyn mutts","0.8517","pf","6-7",215,372,89,15,2017,"high-point"""
"2172","caden sanchez",NA,"c""","6-6",200,NA,NA,NA,2017,"high-point"""
"2173",NA,NA,NA,NA,NA,NA,NA,NA,2017,"presbyterian"""
"2174",NA,NA,NA,NA,NA,NA,NA,NA,2017,"unca"""
"2175","austin awad",NA,"sf","6-6",200,NA,NA,NA,2017,"winthrop"""
"2176","keondre schumacher",NA,"pg","6-1",160,NA,NA,NA,2017,"winthrop"""
"2177","chyree walker","0.8585","cg","6-4",170,326,16,7,2017,"delaware"""
"2178","ryan allen",NA,"sg","6-2",185,NA,NA,NA,2017,"delaware"""
"2179",NA,NA,NA,NA,NA,NA,NA,NA,2017,"elon"""
"2180","darius banks","0.8894","sg","6-4",205,182,35,18,2017,"james-madison"""
"2181","greg jones",NA,"sf","6-5",180,NA,NA,NA,2017,"james-madison"""
"2182","matt lewis",NA,"sg","6-5",180,NA,NA,NA,2017,"james-madison"""
"2183","dwight wilson",NA,"c""","6-7",240,NA,NA,NA,2017,"james-madison"""
"2184","zach jacobs",NA,"sf","6-7",215,NA,NA,NA,2017,"james-madison"""
"2185","tomas murphy","0.8616","pf","6-8",210,304,76,7,2017,"northeastern"""
"2186","myles franklin","0.7667","pg","6-3",155,539,107,54,2017,"northeastern"""
"2187","derrick cook",NA,"pg","6-3",180,NA,NA,NA,2017,"northeastern"""
"2188","jason strong",NA,"sf","6-9",198,NA,NA,NA,2017,"northeastern"""
"2189",NA,NA,NA,NA,NA,NA,NA,NA,2017,"towson"""
"2190","zac cuthbertson","0.89","sf","6-4",180,NA,NA,NA,2017,"uncw"""
"2191","josh boutte","0.87","pf","6-7",210,NA,NA,NA,2017,"uncw"""
"2192",NA,NA,NA,NA,NA,NA,NA,NA,2017,"wm"""
"2193","desmond cambridge",NA,"sg","6-4",175,NA,NA,NA,2017,"brown"""
"2194","george mawanda-kalema",NA,"cg","6-2",170,NA,NA,NA,2017,"brown"""
"2195","matt dewolf",NA,"pf","6-9",230,NA,NA,NA,2017,"brown"""
"2196","jaron faulds","0.8588","pf","6-10",225,322,80,7,2017,"columbia"""
"2197","jake klores",NA,"pg","6-0",165,NA,NA,NA,2017,"columbia"""
"2198","myles hanson",NA,"sf","6-6",200,NA,NA,NA,2017,"columbia"""
"2199","randy brumant",NA,"sf","6-6",190,NA,NA,NA,2017,"columbia"""
"2200","patrick tape",NA,"c""","6-10",220,NA,NA,NA,2017,"columbia"""
"2201","gabe stefanini",NA,"pg","6-1",180,NA,NA,NA,2017,"columbia"""
"2202","tai bibbs",NA,"pg","6-1",155,NA,NA,NA,2017,"columbia"""
"2203","bryan knapp",NA,"sg","6-2",170,NA,NA,NA,2017,"cornell"""
"2204","riley voss",NA,"sf","6-6",215,NA,NA,NA,2017,"cornell"""
"2205","adrease jackson","0.8333","pf","6-8",215,427,103,36,2017,"dartmouth"""
"2206","chris knight",NA,"pf","6-6",180,NA,NA,NA,2017,"dartmouth"""
"2207","aaryn rai",NA,"sg","6-4",170,NA,NA,NA,2017,"dartmouth"""
"2208","mario haskett","0.8496","cg","6-3",165,394,20,20,2017,"harvard"""
"2209","reed farley","0.7667","sf","6-3",175,556,107,56,2017,"harvard"""
"2210","danilo djuricic",NA,"pf","6-7",190,NA,NA,NA,2017,"harvard"""
"2211","jarrod simmons","0.8507","pf","6-7",220,380,90,8,2017,"pennsylvania"""
"2212","jelani williams",NA,"cg","6-4",190,NA,NA,NA,2017,"pennsylvania"""
"2213","sebastian much","0.8457","pf","6-7",205,401,94,31,2017,"princeton"""
"2214","jerome desrosiers","0.822","pf","6-6",210,511,121,10,2017,"princeton"""
"2215","elijah barnes",NA,"pf","6-8",210,NA,NA,NA,2017,"princeton"""
"2216","ryan schwieger",NA,"sg","6-6",180,NA,NA,NA,2017,"princeton"""
"2217","paul atkinson","0.87","pf","6-9",205,249,58,26,2017,"yale"""
"2218","azar swain",NA,"pg","6-0",175,NA,NA,NA,2017,"yale"""
"2219","jameel alausa",NA,"sf","6-6",190,NA,NA,NA,2017,"yale"""
"2220",NA,NA,NA,NA,NA,NA,NA,NA,2017,"bethune-cookman"""
"2221",NA,NA,NA,NA,NA,NA,NA,NA,2017,"hampton"""
"2222",NA,NA,NA,NA,NA,NA,NA,NA,2017,"howard"""
"2223",NA,NA,NA,NA,NA,NA,NA,NA,2017,"norfolk-state"""
"2224",NA,NA,NA,NA,NA,NA,NA,NA,2017,"savannah-state"""
"2225","eduardo camacho",NA,"pg","6-1",190,NA,NA,NA,2017,"ccsu"""
"2226","talek williams",NA,"sg","6-2",185,NA,NA,NA,2017,"ccsu"""
"2227",NA,NA,NA,NA,NA,NA,NA,NA,2017,"fairleigh-dickinson"""
"2228","omar habwe","0.8333","sf","6-6",190,470,93,13,2017,"mount-st-marys"""
"2229","james west iv",NA,"pg","6-0",160,NA,NA,NA,2017,"mount-st-marys"""
"2230",NA,NA,NA,NA,NA,NA,NA,NA,2017,"robert-morris"""
"2231","e.j. anosike",NA,"sf","6-7",215,NA,NA,NA,2017,"sacred-heart"""
"2232","anthony boateng",NA,"pg","5-9",155,NA,NA,NA,2017,"sacred-heart"""
"2233","tyler plummer","0.8615","sg","6-4",185,305,63,4,2017,"wagner"""
"2234","nigel jackson","0.8333","sf","6-6",200,468,92,12,2017,"wagner"""
"2235","grayson murphy","0.8467","pg","6-1",160,400,79,8,2017,"belmont"""
"2236","deandre bradshaw","0.8333","sf","6-7",190,455,87,6,2017,"belmont"""
"2237","caleb hollander","0.7667","sf","6-8",225,552,106,12,2017,"belmont"""
"2238","nick muszynski",NA,"c""","6-10",245,NA,NA,NA,2017,"belmont"""
"2239","dedric boyd","0.8556","sg","6-4",180,339,73,6,2017,"eastern-kentucky"""
"2240","peyton broughton","0.7667","sg","6-4",175,549,125,10,2017,"eastern-kentucky"""
"2241","a.j. youngman","0.7667","sg","-",NA,554,126,23,2017,"eastern-kentucky"""
"2242","jason burnell","0.89","sf","6-7",220,NA,NA,NA,2017,"jacksonville-state"""
"2243","cameron martin",NA,"pf","6-8",210,NA,NA,NA,2017,"jacksonville-state"""
"2244","jaqwan mccauley","0.88","sf","6-6",NA,NA,NA,NA,2017,"morehead-state"""
"2245","devon cooper","0.8567","sg","6-4",180,335,70,3,2017,"morehead-state"""
"2246","leroy buchanan","0.88","sf","6-5",NA,NA,NA,NA,2017,"murray-state"""
"2247","tevin brown","0.8628","sf","6-6",175,281,58,6,2017,"murray-state"""
"2248","ja morant",NA,"cg","6-2",160,NA,NA,NA,2017,"murray-state"""
"2249","ladarius brewer","0.8333","sf","6-6",200,459,89,8,2017,"semo"""
"2250","khalil cuffee",NA,"sf","6-5",210,NA,NA,NA,2017,"semo"""
"2251","olawale odofin",NA,"pf","6-9",190,NA,NA,NA,2017,"semo"""
"2252",NA,NA,NA,NA,NA,NA,NA,NA,2017,"tennessee-state"""
"2253","parrish hewitt","0.86","sg","6-2",NA,315,65,4,2017,"tennessee-martin"""
"2254","delonte brown","0.8333","sf","6-6",200,464,90,6,2017,"tennessee-martin"""
"2255","carlos marshall",NA,"sf","6-5",189,NA,NA,NA,2017,"tennessee-martin"""
"2256",NA,NA,NA,NA,NA,NA,NA,NA,2017,"american"""
"2257",NA,NA,NA,NA,NA,NA,NA,NA,2017,"army"""
"2258","walter whyte","0.8727","sf","6-5",180,233,49,4,2017,"boston"""
"2259","javante mccoy",NA,"pg","6-3",150,NA,NA,NA,2017,"boston"""
"2260","jimmy sotos",NA,"cg","6-3",195,NA,NA,NA,2017,"bucknell"""
"2261","john meeks",NA,"sf","6-6",220,NA,NA,NA,2017,"bucknell"""
"2262",NA,NA,NA,NA,NA,NA,NA,NA,2017,"holy-cross"""
"2263",NA,NA,NA,NA,NA,NA,NA,NA,2017,"lafayette"""
"2264","james karnik",NA,"c""","6-9",225,NA,NA,NA,2017,"lehigh"""
"2265","marques wilson","0.8875","sg","6-4",205,185,37,3,2017,"lehigh"""
"2266","caleb bennett","0.85","sg","6-5",195,383,87,4,2017,"lehigh"""
"2267","cameron davis","0.7667","pg","6-0",170,541,108,7,2017,"navy"""
"2268","john carter",NA,"sg","6-2",170,NA,NA,NA,2017,"navy"""
"2269","gabe merete",NA,"pf","6-7",180,NA,NA,NA,2017,"navy"""
"2270",NA,NA,NA,NA,NA,NA,NA,NA,2017,"chattanooga"""
"2271","mladen armus",NA,"pf","6-10",230,NA,NA,NA,2017,"etsu"""
"2272","bo hodges",NA,"sg","6-3",190,NA,NA,NA,2017,"etsu"""
"2273",NA,NA,NA,NA,NA,NA,NA,NA,2017,"furman"""
"2274",NA,NA,NA,NA,NA,NA,NA,NA,2017,"samford"""
"2275","derek webster",NA,"sf","6-5",210,NA,NA,NA,2017,"citadel"""
"2276","hayden brown",NA,"sf","6-5",210,NA,NA,NA,2017,"citadel"""
"2277","robert johnson",NA,"pf","6-8",220,NA,NA,NA,2017,"citadel"""
"2278",NA,NA,NA,NA,NA,NA,NA,NA,2017,"uncg"""
"2279","greg james",NA,"sg","6-3",170,NA,NA,NA,2017,"vmi"""
"2280","bubba parham",NA,"cg","5-11",155,NA,NA,NA,2017,"vmi"""
"2281","sarju patel",NA,"cg","6-3",170,NA,NA,NA,2017,"vmi"""
"2282","storm murphy",NA,"pg","5-9",155,NA,NA,NA,2017,"wofford"""
"2283","keve aluma",NA,"pf","6-8",240,NA,NA,NA,2017,"wofford"""
"2284","tray hollowell",NA,"pg","6-3",180,NA,NA,NA,2017,"wofford"""
"2285",NA,NA,NA,NA,NA,NA,NA,NA,2017,"central-arkansas"""
"2286",NA,NA,NA,NA,NA,NA,NA,NA,2017,"houston-baptist"""
"2287",NA,NA,NA,NA,NA,NA,NA,NA,2017,"lamar"""
"2288",NA,NA,NA,NA,NA,NA,NA,NA,2017,"new-orleans"""
"2289",NA,NA,NA,NA,NA,NA,NA,NA,2017,"nicholls-state"""
"2290","jordan bell",NA,"pf","6-8",221,NA,NA,NA,2017,"northwestern-state"""
"2291","caleb starks",NA,"cg","6-3",185,NA,NA,NA,2017,"northwestern-state"""
"2292","jamichael morgan","0.84","sf","6-4",184,410,81,8,2017,"oral-roberts"""
"2293","kj malveau",NA,"pg","5-10",180,NA,NA,NA,2017,"oral-roberts"""
"2294","chidozie ndu",NA,"c""","6-10",210,NA,NA,NA,2017,"sam-houston-state"""
"2295","jesse furlong",NA,"pf","-",NA,NA,NA,NA,2017,"sam-houston-state"""
"2296","shannon bogues","0.89","pg","6-2",180,NA,NA,NA,2017,"sfasu"""
"2297","cameron mack","0.872","pg","6-3",165,236,48,18,2017,"sfasu"""
"2298","stefon fisher","0.84","pf","6-7",220,411,96,41,2017,"sfasu"""
"2299","sean rhea",NA,"pf","6-8",221,NA,NA,NA,2017,"tamucc"""
"2300","deion rhea",NA,"pf","-",NA,NA,NA,NA,2017,"tamucc"""
"2301",NA,NA,NA,NA,NA,NA,NA,NA,2017,"aamu"""
"2302",NA,NA,NA,NA,NA,NA,NA,NA,2017,"alabama-state"""
"2303",NA,NA,NA,NA,NA,NA,NA,NA,2017,"alcorn-state"""
"2304",NA,NA,NA,NA,NA,NA,NA,NA,2017,"jackson-state"""
"2305","ky bowman","0.8361","pg","6-1",175,324,66,16,2016,"boston-college"""
"2306","ty graves","0.8543","pg","5-11",160,261,46,10,2016,"boston-college"""
"2307","nik popovic","0.8402","pf","6-10",230,310,75,20,2016,"boston-college"""
"2308","mike sagay","0.8261","sf","6-7",190,392,75,7,2016,"boston-college"""
"2309",NA,NA,NA,NA,NA,NA,NA,NA,2016,"clemson"""
"2310","harry giles","0.9996","pf","6-11",222,2,1,1,2016,"duke"""
"2311","jayson tatum","0.9987","sf","6-8",208,4,1,1,2016,"duke"""
"2312","frank jackson","0.9961","pg","6-3",180,13,4,1,2016,"duke"""
"2313","marques bolden","0.9954","c""","6-11",250,14,1,2,2016,"duke"""
"2314","javin delaurier","0.9835","pf","6-9",215,39,11,3,2016,"duke"""
"2315","jack white","0.8652","sf","6-7",220,226,45,4,2016,"duke"""
"2316","jonathan isaac","0.9972","sf","6-10",185,8,2,1,2016,"florida-state"""
"2317","trent forrest","0.9736","sg","6-3",185,70,11,6,2016,"florida-state"""
"2318","cj walker","0.9326","pg","6-0",180,113,24,4,2016,"florida-state"""
"2319","pj savoy","0.87","sg","6-4",200,NA,NA,NA,2016,"florida-state"""
"2320","mfiondu kabengele","0.8513","sf","6-8",230,270,52,7,2016,"florida-state"""
"2321","braian angola",NA,"sg","6-6",200,NA,NA,NA,2016,"florida-state"""
"2322","josh okogie","0.8777","sg","6-5",185,182,29,11,2016,"georgia-tech"""
